country_region_code,country_region,sub_region_1,sub_region_2,metro_area,PHU,popshare,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-09-28,-14,6,20,-44,-34,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-09-29,-14,9,2,-47,-32,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-09-30,-14,10,-22,-43,-31,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-01,-11,12,5,-43,-28,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-02,-19,4,-23,-51,-28,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-03,-13,10,8,-32,-12,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-04,-14,8,13,-25,-13,4
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-05,-14,6,6,-47,-34,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-06,-13,12,5,-49,-32,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-07,-17,11,-15,-50,-31,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-08,-12,15,6,-46,-28,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-09,-15,14,-1,-42,-30,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-10,-15,17,25,-28,-13,4
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-11,-12,10,88,-21,-12,3
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-12,-45,-47,88,-61,-76,18
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-13,-15,11,14,-49,-32,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-14,-13,8,11,-46,-30,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-15,-16,4,-28,-52,-28,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-16,-16,5,-10,-51,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-17,-12,11,14,-33,-12,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-18,-15,3,18,-36,-14,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-19,-21,-3,-38,-55,-34,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-20,-13,9,-4,-51,-31,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-21,-16,7,-18,-46,-30,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-22,-15,8,-20,-47,-27,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-23,-16,1,13,-47,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-24,-14,11,-3,-25,-11,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-25,-14,4,16,-25,-14,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-26,-18,0,-22,-49,-33,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-27,-17,6,-20,-50,-30,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-28,-12,13,-8,-42,-28,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-29,-13,12,-18,-44,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-30,-16,14,-36,-43,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-10-31,-14,17,-7,-23,-10,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-01,-23,0,-38,-26,-17,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-02,-19,2,-37,-47,-32,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-03,-18,8,-22,-48,-30,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-04,-17,5,0,-46,-28,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-05,-14,4,-4,-45,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-06,-17,3,-9,-42,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-07,-7,10,36,-15,-10,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-08,-1,10,106,-9,-11,3
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-09,-13,2,19,-44,-32,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-10,-10,8,22,-50,-30,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-11,-13,6,-12,-44,-31,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-12,-13,6,-12,-47,-26,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-13,-17,1,-29,-22,-26,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-14,-11,10,9,-10,-11,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-15,-22,-5,-35,-15,-18,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-16,-17,-1,-28,-37,-33,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-17,-18,2,-30,-40,-31,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-18,-17,1,-31,-26,-32,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-19,-16,6,-18,-25,-27,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-20,-16,5,-16,-20,-26,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-21,-13,11,-10,15,-12,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-22,-26,-2,-44,5,-18,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-23,-18,1,-36,-22,-32,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-24,-17,7,-29,-29,-31,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-25,-18,3,-36,-33,-29,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-26,-11,11,-28,-32,-27,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-27,-15,6,-29,-11,-27,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-28,-11,14,-7,20,-12,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-29,-10,7,19,20,-14,5
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-11-30,-18,1,-53,-29,-33,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-01,-20,6,-40,-42,-32,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-02,-16,10,-39,-36,-28,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-03,-14,10,-34,-38,-26,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-04,-20,4,-44,-36,-26,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-05,-14,13,-24,-4,-12,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-06,-17,5,-7,-9,-14,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-07,-17,5,-31,-37,-32,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-08,-15,11,-28,-39,-29,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-09,-18,8,-42,-36,-29,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-10,-12,15,-24,-37,-26,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-11,-14,13,-26,-37,-26,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-12,-17,16,-36,-18,-14,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-13,-14,10,-10,-14,-15,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-14,-13,10,-34,-40,-33,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-15,-11,17,-33,-43,-30,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-16,-12,16,-38,-39,-29,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-17,-12,15,-38,-42,-28,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-18,-15,16,-37,-40,-27,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-19,-13,24,-20,-11,-12,7
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-20,-10,15,-14,-9,-13,6
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-21,-5,29,-22,-39,-41,12
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-22,0,45,-12,-38,-41,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-23,6,62,0,-36,-41,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-24,-18,42,-26,-54,-59,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-25,-85,-77,-26,-87,-84,25
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-26,-65,-43,-46,-80,-50,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-27,-47,-20,11,-71,-36,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-28,-42,-10,-33,-77,-69,23
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-29,-35,5,-7,-74,-58,19
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-30,-35,14,-43,-74,-58,20
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2020-12-31,-27,30,19,-74,-61,20
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-01,-74,-70,-25,-88,-83,30
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-02,-50,-10,-41,-76,-38,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-03,-52,-16,-39,-74,-34,12
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-04,-43,-7,-44,-71,-45,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-05,-41,-3,-40,-70,-43,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-06,-43,-7,-46,-68,-42,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-07,-42,-4,-43,-66,-41,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-08,-47,-11,-61,-70,-41,18
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-09,-48,-3,-40,-68,-31,12
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-10,-49,-13,-28,-67,-32,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-11,-46,-15,-51,-68,-45,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-12,-45,-7,-51,-68,-44,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-13,-43,-2,-51,-65,-43,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-14,-54,-18,-55,-68,-44,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-15,-55,-20,-62,-73,-45,19
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-16,-57,-15,-55,-72,-35,14
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-17,-57,-22,-40,-69,-38,12
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-18,-53,-22,-57,-70,-48,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-19,-50,-12,-53,-70,-47,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-20,-49,-16,-57,-66,-45,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-21,-47,-11,-51,-67,-44,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-22,-51,-17,-65,-70,-44,19
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-23,-52,-9,-59,-68,-34,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-24,-54,-18,-39,-67,-35,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-25,-48,-16,-39,-66,-47,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-26,-57,-29,-56,-71,-47,18
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-27,-46,-10,-46,-66,-44,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-28,-46,-11,-53,-67,-42,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-29,-47,-12,-65,-69,-43,18
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-30,-49,-6,-49,-70,-31,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-01-31,-51,-15,-39,-69,-35,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-01,-50,-21,-57,-71,-47,17
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-02,-47,-10,-48,-68,-45,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-03,-45,-9,-37,-65,-44,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-04,-43,-6,-35,-64,-42,16
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-05,-53,-18,-70,-71,-43,20
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-06,-52,-8,-60,-72,-31,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-07,-51,-12,-38,-66,-33,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-08,-47,-17,-51,-67,-43,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-09,-46,-9,-46,-64,-40,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-10,-43,-5,-50,-64,-38,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-11,-40,-1,-45,-66,-36,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-12,-46,-6,-59,-70,-41,18
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-13,-47,6,-56,-71,-33,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-14,-33,14,18,-65,-30,9
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-15,-66,-53,-22,-81,-78,25
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-16,-55,-23,-63,-68,-60,22
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-17,-31,11,-48,-50,-36,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-18,-34,5,-53,-53,-34,14
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-19,-38,0,-61,-57,-34,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-20,-38,7,-44,-41,-26,11
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-21,-36,2,-12,-33,-27,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-22,-41,-12,-60,-59,-41,15
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-23,-33,4,-50,-54,-36,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-24,-31,5,-41,-47,-35,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-25,-31,3,-40,-50,-33,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-26,-32,7,-49,-45,-32,13
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-27,-34,8,-47,-24,-25,10
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-02-28,-34,2,-35,-25,-28,8
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-03-01,-30,-7,-54,-50,-37,12
CA,Canada,Ontario,Regional Municipality of Niagara,,Niagara Region Public Health Department,1,2021-03-02,-26,4,-45,-50,-35,12
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-15,0,4,4,0,1,-1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-16,13,15,23,-3,-4,-4
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-17,-19,-34,31,-33,-76,20
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-18,-1,17,0,2,1,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-19,1,8,-2,-2,1,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-20,3,8,2,-1,2,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-21,1,1,2,-2,-8,2
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-22,6,9,30,4,9,-2
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-23,8,8,48,2,4,-2
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-24,1,6,15,-1,2,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-25,-1,10,8,1,3,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-26,-13,-8,-14,-6,-5,4
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-27,-10,-7,-11,-5,-4,4
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-28,-6,-6,-3,-2,0,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-02-29,4,7,12,5,9,-1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-01,7,11,24,1,5,-1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-02,1,5,3,-2,3,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-03,-2,5,-3,-2,5,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-04,3,7,4,-4,3,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-05,4,10,20,-2,2,0
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-06,-5,-3,-2,-7,3,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-07,6,10,40,-4,9,-1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-08,8,9,100,-5,5,-2
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-09,2,5,48,-7,2,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-10,-2,6,6,-8,3,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-11,2,10,5,-10,1,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-12,4,40,8,-12,2,1
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-13,-3,50,5,-20,-5,3
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-14,-14,26,6,-23,-1,4
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-15,-17,7,39,-29,-7,3
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-16,-16,24,2,-39,-30,12
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-17,-30,15,-4,-43,-37,15
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-18,-36,0,-3,-48,-43,17
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-19,-38,2,0,-51,-45,19
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-20,-45,-12,-16,-55,-48,22
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-21,-51,-18,5,-52,-32,14
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-22,-57,-30,-17,-60,-37,11
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-23,-50,-14,-40,-67,-54,24
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-24,-51,-12,-18,-67,-56,24
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-25,-57,-26,-1,-71,-61,26
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-26,-57,-24,-16,-71,-61,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-27,-57,-26,2,-72,-61,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-28,-64,-35,-38,-73,-48,18
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-29,-63,-39,-11,-77,-47,13
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-30,-57,-29,-34,-76,-62,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-03-31,-56,-23,-37,-74,-62,26
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-01,-54,-24,-3,-74,-63,26
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-02,-55,-22,-10,-74,-62,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-03,-58,-26,-33,-74,-62,29
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-04,-63,-32,-30,-72,-48,18
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-05,-64,-36,-15,-76,-47,13
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-06,-57,-25,-18,-76,-63,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-07,-58,-20,-33,-74,-63,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-08,-54,-16,-12,-74,-64,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-09,-47,3,-28,-73,-64,26
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-10,-82,-73,-51,-87,-88,40
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-11,-60,-23,-29,-73,-52,18
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-12,-80,-71,-32,-82,-55,15
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-13,-59,-26,-46,-78,-67,29
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-14,-55,-18,-40,-74,-62,27
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-15,-56,-23,-38,-75,-63,28
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-16,-57,-22,-38,-74,-63,28
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-17,-58,-28,-35,-74,-63,29
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-18,-61,-31,-22,-71,-45,17
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-19,-65,-41,-41,-78,-45,14
CA,Canada,Ontario,Regional Municipality of Peel,,Peel Public Health,1,2020-04-20,-55,-23,-17,-74,-61,26
